Standings,Team.1,Total,Lobby,Round,StandingsPlacements and killsPoints,Team,"Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge BearClaw Gaming AllPlanned WhyUs","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge BearClaw Gaming AllPlanned WhyUs.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge AAS Morning Stars Excellent Era","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge AAS Morning Stars Excellent Era.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BearClaw Gaming Morning Stars AAS","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BearClaw Gaming Morning Stars AAS.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge BearClaw Gaming GIGI RNGBless","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge SPIRAL Team NoFear Gaming Oracle Esport","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge SPIRAL Team NoFear Gaming Oracle Esport.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge MajorPushers superdumplings SPIRAL Team","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge MajorPushers superdumplings SPIRAL Team.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge MajorPushers Hope Die Last UTFT","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge MajorPushers Hope Die Last UTFT.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge UTFT Australis FIGVAM","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge DungeonMast33rs Top Dogs Reakless","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge DungeonMast33rs Top Dogs Reakless.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge WeLoveShotgun NotoriousFamily BORGIR","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge WeLoveShotgun NotoriousFamily BORGIR.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BORGIR 6 banok na troih WeLoveShotgun","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge BORGIR 6 banok na troih WeLoveShotgun.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge BORGIR Top Dogs DungeonMast33rs","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge LegionF Mat For Victory Ethernal","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge LegionF Mat For Victory Ethernal.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Ethernal GVG LegionF","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Ethernal GVG LegionF.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3turrets1brain Team Legion Ethernal","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3turrets1brain Team Legion Ethernal.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge KOMANDA A GVG 3turrets1brain","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge K1CK SUCCUBUS Rats","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge K1CK SUCCUBUS Rats.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge K1CK SeComportaYa Priests","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge K1CK SeComportaYa Priests.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Sxercise Controller City KIMADAZ","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Sxercise Controller City KIMADAZ.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge KIMADAZ Sxercise K1CK","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge 69iQ eSports Aspirateur NurzethexStyleS","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge 69iQ eSports Aspirateur NurzethexStyleS.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge uwuowoboys ATK dead inside","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge uwuowoboys ATK dead inside.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge NoWay XBox dead inside T-Rex","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge NoWay XBox dead inside T-Rex.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge T-Rex TURKs dead inside","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Redragon NIBBLE Esports Team Volpid","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Redragon NIBBLE Esports Team Volpid.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Sheriffs Team Volpid signelunaire","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Sheriffs Team Volpid signelunaire.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Enoughandmore Team Volpid FaTuttoilPad","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge Enoughandmore Team Volpid FaTuttoilPad.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge Sheriffs Kvasna JIGSAW","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Nemesis Undertaker 3 Jabronies","Round 1 Round 1 September 11, 2021 - 14:20 BSTWorld's Edge Nemesis Undertaker 3 Jabronies.1","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Undertaker MZY Monkey Milkers","Round 2 Round 2 September 11, 2021 - 14:55 BSTWorld's Edge Undertaker MZY Monkey Milkers.1","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3 Jabronies Space Pigeons Vanaheim Gaming","Round 3 Round 3 September 11, 2021 - 15:30 BSTWorld's Edge 3 Jabronies Space Pigeons Vanaheim Gaming.1","Round 4 Round 4 September 11, 2021 - 16:05 BSTWorld's Edge Bacalhau Space Pigeons Undertaker"
,,37,Lobby 4,Round_2,5.0,Pepegi,,,,,,,,,,,,,,,,,,,,,,131,99,54,88,102,66,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36,Lobby 4,Round_2,6.0,LGN,,,,,,,,,,,,,,,,,,,,,,73,33,121,55,29,99,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,29,Lobby 4,Round_2,7.0,GVG,,,,,,,,,,,,,,,,,,,,,,102,0,29,77,141,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25,Lobby 4,Round_2,8.0,PXL,,,,,,,,,,,,,,,,,,,,,,82,22,73,55,111,33,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22,Lobby 4,Round_2,9.0,PauseChamps,,,,,,,,,,,,,,,,,,,,,,45,66,92,33,151,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,Lobby 4,Round_2,10.0,Mat For Victory,,,,,,,,,,,,,,,,,,,,,,29,55,160,0,92,0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,Lobby 4,Round_2,11.0,ARIS,,,,,,,,,,,,,,,,,,,,,,54,33,102,0,54,33,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,Lobby 4,Round_2,12.0,Crying our best,,,,,,,,,,,,,,,,,,,,,,160,0,63,0,82,55,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,Lobby 4,Round_2,13.0,PunX,,,,,,,,,,,,,,,,,,,,,,111,0,82,44,73,11,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,Lobby 4,Round_2,14.0,Senshi,,,,,,,,,,,,,,,,,,,,,,200,0,45,22,121,11,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,Lobby 4,Round_2,15.0,no team name,,,,,,,,,,,,,,,,,,,,,,121,0,180,0,131,44,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,Lobby 4,Round_2,16.0,KJT,,,,,,,,,,,,,,,,,,,,,,180,0,111,0,180,0,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,Lobby 4,Round_2,17.0,WARM Esport,,,,,,,,,,,,,,,,,,,,,,92,11,170,0,63,0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,Lobby 4,Round_2,18.0,EFG,,,,,,,,,,,,,,,,,,,,,,141,0,141,0,160,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,Lobby 4,Round_2,19.0,Apex Who Dis,,,,,,,,,,,,,,,,,,,,,,151,0,200,0,200,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,Lobby 4,Round_2,20.0,Xaler,,,,,,,,,,,,,,,,,,,,,,190,0,190,0,190,0,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,Lobby 5,Round_2,Unnamed: 0_level_2,Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,K,P,K,P,K,P,,,,,,,,,,,,,,,,,,,,,
,,70,Lobby 5,Round_2,1.0,K1CK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,77,112,1212,54,77,37,,,,,,,,,,,,,,,,,,,,,
,,43,Lobby 5,Round_2,2.0,KIMADAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,11,121,0,37,1010,112,,,,,,,,,,,,,,,,,,,,,
,,37,Lobby 5,Round_2,3.0,Sxercise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,63,11,112,66,29,,,,,,,,,,,,,,,,,,,,,
,,36,Lobby 5,Round_2,4.0,Plombralicious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,99,45,1010,92,11,82,,,,,,,,,,,,,,,,,,,,,
,,34,Lobby 5,Round_2,5.0,PRSTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,55,37,33,45,66,63,,,,,,,,,,,,,,,,,,,,,
,,31,Lobby 5,Round_2,6.0,SCTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,44,29,66,63,11,45,,,,,,,,,,,,,,,,,,,,,
,,28,Lobby 5,Round_2,7.0,SCBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,55,102,33,73,22,73,,,,,,,,,,,,,,,,,,,,,
,,19,Lobby 5,Round_2,8.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,11,54,44,121,33,102,,,,,,,,,,,,,,,,,,,,,
,,18,Lobby 5,Round_2,9.0,RAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,22,111,66,151,0,121,,,,,,,,,,,,,,,,,,,,,
,,18,Lobby 5,Round_2,10.0,Controller City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,92,0,29,55,170,,,,,,,,,,,,,,,,,,,,,
,,16,Lobby 5,Round_2,11.0,Ragshack Bangers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,66,82,0,111,0,131,,,,,,,,,,,,,,,,,,,,,
,,16,Lobby 5,Round_2,12.0,Beams Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,33,73,0,160,0,54,,,,,,,,,,,,,,,,,,,,,
,,14,Lobby 5,Round_2,13.0,Explosion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,66,141,22,141,0,111,,,,,,,,,,,,,,,,,,,,,
,,12,Lobby 5,Round_2,14.0,Nooobix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,0,160,33,82,55,151,,,,,,,,,,,,,,,,,,,,,
,,11,Lobby 5,Round_2,15.0,ThatsaYouProblem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,33,151,11,170,0,92,,,,,,,,,,,,,,,,,,,,,
,,11,Lobby 5,Round_2,16.0,SPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,22,170,0,102,11,141,,,,,,,,,,,,,,,,,,,,,
,,10,Lobby 5,Round_2,17.0,GOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11,131,33,131,0,160,,,,,,,,,,,,,,,,,,,,,
,,0,Lobby 5,Round_2,18.0,Exiled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,200,0,200,0,200,,,,,,,,,,,,,,,,,,,,,
,,0,Lobby 5,Round_2,19.0,SUETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,180,0,200,0,200,,,,,,,,,,,,,,,,,,,,,
,,0,Lobby 5,Round_2,20.0,fifth grader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200,,,,,,,,,,,,,,,,,,,,,
,,Total,Lobby 6,Round_2,Unnamed: 0_level_2,Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,K,P,K,P,K,P,,,,,,,,,,,,,,
,,64,Lobby 6,Round_2,1.0,DI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,66,37,1111,29,1010,37,,,,,,,,,,,,,,
,,50,Lobby 6,Round_2,2.0,69IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,1717,131,44,73,77,82,,,,,,,,,,,,,,
,,42,Lobby 6,Round_2,3.0,uwuowoboys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,112,99,45,55,45,,,,,,,,,,,,,,
,,40,Lobby 6,Round_2,4.0,TREX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,0,73,66,37,55,112,,,,,,,,,,,,,,
,,33,Lobby 6,Round_2,5.0,ATK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,22,29,99,54,44,131,,,,,,,,,,,,,,
,,30,Lobby 6,Round_2,6.0,TURKs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,77,151,22,151,33,29,,,,,,,,,,,,,,
,,30,Lobby 6,Round_2,7.0,NoWay XBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,102,0,112,88,73,,,,,,,,,,,,,,
,,29,Lobby 6,Round_2,8.0,Aspirateur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,99,170,0,92,22,102,,,,,,,,,,,,,,
,,18,Lobby 6,Round_2,9.0,NurzethexStyleS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,99,180,11,160,0,151,,,,,,,,,,,,,,
,,18,Lobby 6,Round_2,10.0,Lunar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,33,92,0,121,0,54,,,,,,,,,,,,,,
,,17,Lobby 6,Round_2,11.0,Tweetlonger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,11,111,55,111,22,63,,,,,,,,,,,,,,
,,14,Lobby 6,Round_2,12.0,HNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,45,22,63,11,111,,,,,,,,,,,,,,
,,13,Lobby 6,Round_2,13.0,Illuminary FTW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,22,54,0,131,0,92,,,,,,,,,,,,,,
,,9,Lobby 6,Round_2,14.0,HLDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,22,82,0,102,33,160,,,,,,,,,,,,,,
,,6,Lobby 6,Round_2,15.0,Peak Performerz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,141,22,82,11,170,,,,,,,,,,,,,,
,,6,Lobby 6,Round_2,16.0,LPm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,121,0,141,0,121,,,,,,,,,,,,,,
,,6,Lobby 6,Round_2,17.0,Carnage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,63,11,170,0,141,,,,,,,,,,,,,,
,,1,Lobby 6,Round_2,18.0,TRIADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,200,0,200,0,200,,,,,,,,,,,,,,
,,0,Lobby 6,Round_2,19.0,BlueCheeseGaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,160,0,200,0,200,,,,,,,,,,,,,,
,,0,Lobby 6,Round_2,20.0,TRS Clan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200,,,,,,,,,,,,,,
,,Total,Lobby 7,Round_2,Unnamed: 0_level_2,Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,K,P,K,P,K,P,,,,,,,
,,72,Lobby 7,Round_2,1.0,Sheriffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,66,112,1717,121,66,112,,,,,,,
,,62,Lobby 7,Round_2,2.0,Team Volpid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1414,29,77,29,77,45,,,,,,,
,,43,Lobby 7,Round_2,3.0,RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,77,151,22,92,1111,131,,,,,,,
,,28,Lobby 7,Round_2,4.0,signelunaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,37,66,102,44,63,,,,,,,
,,27,Lobby 7,Round_2,5.0,Enoughandmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,11,63,0,112,88,111,,,,,,,
,,25,Lobby 7,Round_2,6.0,Kvasna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,11,111,11,111,33,29,,,,,,,
,,23,Lobby 7,Round_2,7.0,Nuclear Apes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,11,45,11,54,44,92,,,,,,,
,,22,Lobby 7,Round_2,8.0,BOOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,44,54,22,63,11,54,,,,,,,
,,21,Lobby 7,Round_2,9.0,NIBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,66,141,0,131,0,102,,,,,,,
,,19,Lobby 7,Round_2,10.0,JIGSAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,0,73,66,141,0,37,,,,,,,
,,17,Lobby 7,Round_2,11.0,T3W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,82,44,45,33,82,,,,,,,
,,15,Lobby 7,Round_2,12.0,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,11,131,0,73,0,73,,,,,,,
,,10,Lobby 7,Round_2,13.0,Vain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,22,102,11,82,11,141,,,,,,,
,,10,Lobby 7,Round_2,14.0,FaTuttoilPad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,170,0,37,11,121,,,,,,,
,,7,Lobby 7,Round_2,15.0,NXB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,44,160,0,180,0,170,,,,,,,
,,7,Lobby 7,Round_2,16.0,Siliciler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,33,180,0,151,0,151,,,,,,,
,,5,Lobby 7,Round_2,17.0,FIRE CLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,92,33,160,0,180,,,,,,,
,,3,Lobby 7,Round_2,18.0,Lagom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,121,0,170,0,160,,,,,,,
,,0,Lobby 7,Round_2,19.0,Wellenförmig™,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,200,0,200,0,200,,,,,,,
,,0,Lobby 7,Round_2,20.0,Vagabonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200,,,,,,,
,,Total,Lobby 8,Round_2,Unnamed: 0_level_2,Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,K,P,K,P,K,P
,,62,Lobby 8,Round_2,1.0,Undertaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1313,112,77,82,66,37
,,52,Lobby 8,Round_2,2.0,CLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,99,92,1111,45,66,63
,,37,Lobby 8,Round_2,3.0,3 Jabronies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,33,63,22,112,88,131
,,34,Lobby 8,Round_2,4.0,NMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,66,102,44,111,55,111
,,27,Lobby 8,Round_2,5.0,Monkey Milkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,0,37,55,92,66,73
,,27,Lobby 8,Round_2,6.0,Bacalhau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,131,0,54,33,112
,,26,Lobby 8,Round_2,7.0,SPPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0,160,0,29,33,29
,,23,Lobby 8,Round_2,8.0,HKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,44,170,11,131,0,54
,,19,Lobby 8,Round_2,9.0,OG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,22,111,0,102,66,45
,,19,Lobby 8,Round_2,10.0,MZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,0,29,66,141,11,82
,,18,Lobby 8,Round_2,11.0,Kryptic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,44,45,11,73,11,151
,,17,Lobby 8,Round_2,12.0,Vanaheim Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,0,82,44,37,33,160
,,16,Lobby 8,Round_2,13.0,1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,11,54,55,151,0,92
,,13,Lobby 8,Round_2,14.0,Excellents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,151,66,121,11,141
,,13,Lobby 8,Round_2,15.0,BFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,11,141,11,63,11,102
,,11,Lobby 8,Round_2,16.0,60fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,77,121,0,160,0,121
,,5,Lobby 8,Round_2,17.0,BWG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,73,0,170,0,180
,,0,Lobby 8,Round_2,18.0,3 Uomini 1 Gamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200
,,0,Lobby 8,Round_2,19.0,Aesir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,0,180,0,180,0,170
,,0,Lobby 8,Round_2,20.0,DoubleuandL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,0,200,0,200
